215;arms_factory;1629.00;13.23;1349.00;5.22;0
215;arms_factory;1620.00;13.50;1354.00;0.50;0
215;arms_factory;1608.00;13.53;1365.00;4.62;0
215;arms_factory;1609.00;13.30;1352.00;5.83;0
215;arms_factory;1618.00;12.80;1337.00;3.67;0
215;arms_factory;1625.00;13.10;1345.00;0.40;0
215;industrial_complex;1624.00;13.30;1351.00;1.61;0
215;industrial_complex;1608.00;13.53;1357.00;5.73;0
215;industrial_complex;1607.00;13.15;1349.00;2.12;0
215;industrial_complex;1621.00;12.80;1334.00;3.68;0
215;industrial_complex;1619.00;13.50;1356.00;0.06;0
215;industrial_complex;1620.00;13.28;1350.00;4.18;0
215;air_base;1601.00;13.23;1355.00;4.28;0
215;supply_node;1608.00;13.53;1365.00;2.51;0
215;supply_node;1617.00;12.93;1346.00;5.10;0
215;supply_node;1620.00;13.50;1357.00;1.75;0
215;supply_node;1603.00;13.30;1354.00;4.68;0
215;supply_node;1630.00;13.28;1343.00;0.98;0
215;supply_node;1622.00;12.80;1334.00;3.92;0
215;bunker;1616.00;13.50;1358.00;5.90;0
215;bunker;1606.00;13.55;1359.00;2.63;0
215;bunker;1614.00;12.90;1346.00;5.30;0
215;bunker;1604.00;13.50;1362.00;1.68;0
215;bunker;1626.00;13.20;1348.00;4.34;0
215;bunker;1627.00;13.05;1337.00;1.07;0
215;anti_air_building;1622.00;12.95;1339.00;2.29;0
215;anti_air_building;1630.00;13.30;1347.00;0.13;0
215;anti_air_building;1620.00;12.80;1342.00;4.25;0
215;synthetic_refinery;1600.00;13.50;1360.00;4.35;0
215;fuel_silo;1616.00;13.45;1354.00;2.19;0
215;radar_station;1618.00;13.40;1351.00;4.87;0
215;rocket_site;1623.00;13.35;1357.00;0.13;0
215;nuclear_reactor;1606.00;13.55;1369.00;2.80;0
1;arms_factory;4091.00;10.20;622.00;0.04;0
1;arms_factory;4070.00;10.80;607.00;4.17;0
1;arms_factory;4046.00;10.20;538.00;5.37;0
1;arms_factory;4051.00;10.25;542.00;3.21;0
1;arms_factory;4071.00;10.65;596.00;6.23;0
1;arms_factory;4066.00;10.50;600.00;1.16;0
1;industrial_complex;4085.00;10.45;626.00;5.28;0
1;industrial_complex;4046.00;10.48;564.00;0.55;0
1;industrial_complex;4090.00;10.20;620.00;3.22;0
1;industrial_complex;4069.00;10.75;606.00;5.88;0
1;industrial_complex;4070.00;10.35;585.00;3.73;0
1;industrial_complex;4053.00;10.20;541.00;3.83;0
1;air_base;4073.00;10.45;595.00;1.67;0
1;supply_node;4067.00;10.65;587.00;4.97;0
1;supply_node;4089.00;10.35;629.00;2.73;0
1;supply_node;4064.00;10.45;598.00;4.20;0
1;supply_node;4042.00;10.25;560.00;0.86;0
1;supply_node;4075.00;10.50;621.00;4.90;0
1;supply_node;4049.00;10.35;574.00;0.09;0
1;supply_node;4088.00;10.20;617.00;3.03;0
1;supply_node;4049.00;10.30;558.00;5.62;0
1;supply_node;4042.00;10.20;532.00;2.27;0
1;supply_node;4095.00;10.20;609.00;5.20;0
1;supply_node;4059.00;10.48;572.00;1.50;0
1;supply_node;4051.00;10.30;540.00;4.44;0
1;supply_node;4056.00;10.40;582.00;5.92;0
1;supply_node;4092.00;10.20;635.00;3.68;0
1;supply_node;4083.00;10.20;633.00;0.33;0
1;supply_node;4096.00;10.20;630.00;1.81;0
1;supply_node;4076.00;10.25;629.00;5.85;0
1;supply_node;4083.00;10.50;625.00;1.04;0
1;supply_node;4068.00;10.25;622.00;3.98;0
1;supply_node;4094.00;10.20;624.00;1.74;0
1;supply_node;4099.00;10.20;616.00;3.22;0
1;supply_node;4066.00;10.30;615.00;6.15;0
1;supply_node;4079.00;10.65;615.00;2.46;0
1;supply_node;4071.00;10.90;611.00;5.39;0
1;supply_node;4083.00;10.20;610.00;0.58;0
1;supply_node;4064.00;10.40;607.00;4.62;0
1;supply_node;4101.00;10.20;602.00;1.28;0
1;supply_node;4077.00;10.48;605.00;2.76;0
1;supply_node;4070.00;10.75;599.00;5.69;0
1;supply_node;4077.00;10.25;598.00;2.00;0
1;supply_node;4060.00;10.35;591.00;4.93;0
1;supply_node;4073.00;10.40;591.00;1.58;0
1;supply_node;4065.00;10.45;579.00;4.17;0
1;supply_node;4043.00;10.20;567.00;0.82;0
1;supply_node;4051.00;10.50;567.00;2.30;0
1;supply_node;4057.00;10.40;564.00;0.06;0
1;supply_node;4044.00;10.15;554.00;2.99;0
1;supply_node;4045.00;10.20;538.00;4.47;0
1;naval_base;4066.00;10.20;621.00;-3.14;10969
1;naval_base;4057.00;9.82;590.00;-1.25;12393
1;naval_base;4105.00;10.18;606.00;-3.93;11911
1;naval_base;4055.00;9.82;537.00;-4.25;12358
1;naval_base;4082.00;9.82;635.00;-3.61;10969
1;naval_base;4096.00;9.82;616.00;-3.93;11911
1;naval_base;4056.00;10.18;561.00;1.11;11506
1;naval_base;4047.00;9.82;577.00;-2.16;12393
1;naval_base;4078.00;10.18;632.00;-2.36;10969
1;naval_base;4042.00;10.15;569.00;-2.36;12393
1;naval_base;4093.00;9.50;611.00;-0.79;12783
1;naval_base;4040.00;10.15;564.00;-1.89;12393
1;naval_base;4054.00;10.18;585.00;-2.03;12393
1;naval_base;4043.00;9.82;539.00;-2.03;10683
1;naval_base;4076.00;9.82;592.00;1.11;12783
1;naval_base;4049.00;9.82;554.00;0.59;12393
1;naval_base;4097.00;10.20;632.00;1.57;11911
1;naval_base;4068.00;10.20;578.00;1.33;11506
1;naval_base;4060.00;9.88;597.00;-2.36;11522
1;naval_base;4064.00;9.88;570.00;1.19;11506
1;naval_base;4078.00;9.88;597.00;1.57;12783
1;naval_base;4046.00;9.80;532.00;-1.57;10683
1;naval_base;4088.00;9.82;613.00;0.32;12783
1;naval_base;4092.00;10.12;637.00;-2.36;10969
1;naval_base;4084.00;10.20;609.00;0.46;12783
1;naval_base;4062.00;9.55;606.00;-2.03;11522
1;naval_base;4098.00;10.10;626.00;1.11;11911
1;naval_base;4042.00;9.50;554.00;-1.57;12393
1;naval_base;4080.00;10.20;602.00;1.11;12783
1;naval_base;4065.00;9.53;619.00;-2.36;10969
1;naval_base;4072.00;9.88;583.00;1.11;11506
1;bunker;4089.00;10.40;628.00;3.15;0
1;bunker;4097.00;10.20;610.00;6.16;0
1;bunker;4067.00;10.43;581.00;1.09;0
1;bunker;4062.00;10.43;589.00;5.22;0
1;bunker;4055.00;10.48;576.00;0.49;0
1;bunker;4045.00;10.50;562.00;4.61;0
1;bunker;4080.00;10.40;629.00;5.82;0
1;bunker;4075.00;10.48;600.00;3.66;0
1;bunker;4041.00;10.20;532.00;5.22;0
1;bunker;4072.00;11.00;605.00;1.60;0
1;bunker;4049.00;10.50;564.00;5.72;0
1;bunker;4069.00;10.48;616.00;2.10;0
1;bunker;4053.00;10.18;583.00;3.66;0
1;bunker;4053.00;10.20;541.00;0.04;0
1;bunker;4042.00;10.20;564.00;4.17;0
1;bunker;4066.00;10.50;599.00;5.38;0
1;bunker;4082.00;10.25;631.00;2.11;0
1;bunker;4067.00;10.30;620.00;4.78;0
1;bunker;4070.00;10.70;593.00;1.16;0
1;bunker;4076.00;10.85;613.00;2.71;0
1;bunker;4051.00;10.40;560.00;0.55;0
1;bunker;4050.00;10.25;576.00;4.68;0
1;bunker;4047.00;10.10;535.00;5.89;0
1;bunker;4095.00;10.20;633.00;2.62;0
1;bunker;4078.00;10.48;607.00;5.28;0
1;bunker;4067.00;10.60;606.00;1.67;0
1;bunker;4091.00;10.20;635.00;4.33;0
1;bunker;4076.00;10.20;630.00;1.07;0
1;bunker;4080.00;10.65;621.00;2.27;0
1;bunker;4100.00;10.20;601.00;0.11;0
1;bunker;4085.00;10.25;613.00;2.78;0
1;bunker;4064.00;10.50;584.00;4.34;0
1;bunker;4087.00;10.35;619.00;2.17;0
1;bunker;4100.00;10.20;616.00;4.84;0
1;bunker;4057.00;10.45;568.00;0.12;0
1;bunker;4046.00;10.20;555.00;2.78;0
1;bunker;4092.00;10.20;621.00;0.62;0
1;bunker;4075.00;10.35;596.00;1.83;0
1;coastal_bunker;4095.00;9.53;605.00;-0.79;0
1;coastal_bunker;4073.00;10.18;585.00;1.11;0
1;coastal_bunker;4094.00;10.12;636.00;-4.39;0
1;coastal_bunker;4106.00;10.15;605.00;-3.93;0
1;coastal_bunker;4060.00;10.20;596.00;-2.36;0
1;coastal_bunker;4065.00;10.18;572.00;1.19;0
1;coastal_bunker;4053.00;10.18;545.00;-4.25;0
1;coastal_bunker;4101.00;10.10;620.00;-3.93;0
1;coastal_bunker;4055.00;10.18;560.00;1.11;0
1;coastal_bunker;4099.00;10.10;627.00;1.57;0
1;coastal_bunker;4047.00;9.50;553.00;-1.57;0
1;coastal_bunker;4061.00;9.55;601.00;-2.36;0
1;coastal_bunker;4079.00;9.88;598.00;1.57;0
1;coastal_bunker;4083.00;10.20;607.00;0.46;0
1;coastal_bunker;4044.00;9.82;573.00;-2.16;0
1;coastal_bunker;4062.00;9.55;608.00;-2.03;0
1;coastal_bunker;4043.00;10.15;571.00;-2.36;0
1;coastal_bunker;4071.00;9.88;582.00;1.33;0
1;coastal_bunker;4050.00;9.50;554.00;0.59;0
1;coastal_bunker;4077.00;10.18;631.00;-2.36;0
1;coastal_bunker;4069.00;9.50;626.00;-3.14;0
1;coastal_bunker;4038.00;9.50;561.00;-1.89;0
1;coastal_bunker;4064.00;9.55;616.00;-2.36;0
1;coastal_bunker;4088.00;9.82;613.00;0.32;0
1;coastal_bunker;4082.00;10.18;634.00;-3.61;0
1;coastal_bunker;4053.00;9.82;585.00;-2.03;0
1;coastal_bunker;4096.00;9.82;623.00;1.11;0
1;coastal_bunker;4043.00;9.82;531.00;-1.57;0
1;coastal_bunker;4072.00;10.20;584.00;1.11;0
1;coastal_bunker;4043.00;9.82;539.00;-2.03;0
